year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
2008,100000,120000,Petrol,Individual,Manual,Second Owner,19.0,796 CC,35.0,6.1kgm@ 3000rpm,8.0
2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.0,1999 CC,177.0,430Nm@ 1750-2500rpm,5.0
2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487 CC,214.0,202Nm@ 3600-5200rpm,5.0
2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999 CC,177.0,430Nm@ 1750-2500rpm,5.0
2015,503000,110000,Diesel,Individual,Manual,First Owner,14.0,2179 CC,147.0,320Nm@ 1500-3000rpm,7.0
2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969 CC,190.0,400Nm,5.0
2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,2494 CC,157.0,213Nm@ 4500rpm,5.0
2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.0,1199 CC,88.0,110Nm@ 4800rpm,5.0
2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.0,2494 CC,100.0,200Nm@ 1200-3600rpm,7.0
2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197 CC,81.0,113Nm@ 4200rpm,5.0
2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.0,1496 CC,88.0,132Nm@ 3000rpm,5.0
2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197 CC,81.0,113Nm@ 4200rpm,5.0
2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186 CC,73.0,190.24nm@ 1750-2250rpm,5.0
2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.0,1995 CC,190.0,400Nm@ 1750-2500rpm,5.0
2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.0,1995 CC,190.0,400Nm@ 1750-2500rpm,5.0
2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199 CC,88.0,110Nm@ 4800rpm,5.0
2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.0,1598 CC,103.0,153Nm@ 3800rpm,5.0
2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.0,1984 CC,150.0,350Nm@ 1500-2750rpm,5.0
2015,400000,100000,Diesel,Individual,Manual,First Owner,23.0,1248 CC,88.0,200Nm@ 1750-3000rpm,5.0
2013,345000,40000,Diesel,Individual,Manual,First Owner,21.0,1396 CC,88.0,219.7Nm@ 1500-2750rpm,5.0
2018,850000,15000,Diesel,Individual,Manual,Second Owner,16.0,2498 CC,105.0,247Nm@ 1800-2000rpm,6.0
2018,620000,15000,Petrol,Individual,Automatic,First Owner,20.0,1197 CC,81.0,113Nm@ 4200rpm,5.0
2018,700000,10000,Petrol,Individual,Manual,Second Owner,21.0,1197 CC,83.0,115Nm@ 4000rpm,5.0
2012,200000,90000,Diesel,Individual,Manual,First Owner,22.0,1248 CC,74.0,190Nm@ 1750-3000rpm,5.0
2017,660000,80000,Diesel,Individual,Manual,First Owner,16.0,1493 CC,70.0,195Nm@ 1400-2200rpm,7.0
2015,1700000,39000,Diesel,Individual,Manual,First Owner,13.0,2477 CC,175.0,400Nm@ 2000-2500rpm,7.0
2009,90000,60000,Diesel,Individual,Manual,Second Owner,17.0,1396 CC,52.0,85Nm@ 2500rpm,5.0
2015,1050000,28000,Diesel,Individual,Manual,Second Owner,15.0,2179 CC,140.0,330Nm@ 1600-2800rpm,7.0
2010,160000,90000,Petrol,Individual,Manual,Second Owner,15.0,1196 CC,70.0,102Nm@ 4000rpm,5.0
2006,150000,80000,Petrol,Individual,Manual,Third Owner,13.0,1799 CC,130.0,172Nm@ 4300rpm,5.0
2010,200000,35000,Petrol,Individual,Manual,First Owner,19.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2011,365000,185000,Diesel,Individual,Manual,Second Owner,21.0,1364 CC,87.0,205Nm@ 1800-2800rpm,5.0
2009,140000,110000,Petrol,Individual,Manual,Second Owner,15.0,1172 CC,67.0,96Nm@ 2500rpm,5.0
2016,360000,100000,Diesel,Individual,Manual,First Owner,20.0,1248 CC,91.0,209Nm@ 2000rpm,5.0
2008,200000,110000,Petrol,Individual,Manual,Second Owner,17.0,1497 CC,78.0,"12.7@ 2,700(kgm@ rpm)",5.0
2010,250000,100000,Diesel,Individual,Manual,Second Owner,17.0,1896 CC,106.0,"25.5@ 1,900(kgm@ rpm)",5.0
2008,229999,110000,Diesel,Individual,Manual,Second Owner,17.0,1896 CC,106.0,"25.5@ 1,900(kgm@ rpm)",5.0
2011,320000,130000,Diesel,Individual,Manual,Second Owner,17.0,1399 CC,68.0,"16.3@ 2,000(kgm@ rpm)",5.0
2003,85000,68300,Petrol,Individual,Manual,Third Owner,,,,,
2018,1200000,27000,Petrol,Individual,Manual,First Owner,15.0,1591 CC,121.0,151Nm@ 4850rpm,5.0
2018,740000,9000,Petrol,Individual,Automatic,First Owner,21.0,1197 CC,83.0,115Nm@ 4000rpm,5.0
2013,345000,40000,Diesel,Individual,Manual,First Owner,21.0,1396 CC,88.0,219.7Nm@ 1500-2750rpm,5.0
2019,570000,19000,Petrol,Individual,Automatic,Second Owner,20.0,1197 CC,81.0,113Nm@ 4200rpm,5.0
2019,490000,10000,Petrol,Individual,Manual,First Owner,20.0,1197 CC,81.0,113Nm@ 4200rpm,5.0
2013,250000,100000,Diesel,Individual,Manual,First Owner,23.0,1396 CC,70.0,140Nm@ 1800-3000rpm,5.0
2017,430000,20000,Petrol,Individual,Automatic,First Owner,20.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2014,225000,35000,Petrol,Individual,Manual,First Owner,21.0,814 CC,55.0,74.5Nm@ 4000rpm,5.0
2018,850000,15000,Diesel,Individual,Manual,Second Owner,16.0,2498 CC,105.0,247Nm@ 1800-2000rpm,6.0
2018,620000,15000,Petrol,Individual,Automatic,First Owner,20.0,1197 CC,81.0,113Nm@ 4200rpm,5.0
2014,440000,70000,Diesel,Individual,Manual,Second Owner,22.0,1396 CC,88.0,219.7Nm@ 1500-2750rpm,5.0
2016,800000,70000,Diesel,Individual,Manual,First Owner,24.0,1248 CC,88.0,200Nm@ 1750rpm,5.0
2018,700000,10000,Petrol,Individual,Manual,Second Owner,21.0,1197 CC,83.0,115Nm@ 4000rpm,5.0
2016,600000,47000,Diesel,Individual,Manual,First Owner,25.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2012,200000,90000,Diesel,Individual,Manual,First Owner,22.0,1248 CC,74.0,190Nm@ 1750-3000rpm,5.0
2017,660000,80000,Diesel,Individual,Manual,First Owner,16.0,1493 CC,70.0,195Nm@ 1400-2200rpm,7.0
2015,1700000,39000,Diesel,Individual,Manual,First Owner,13.0,2477 CC,175.0,400Nm@ 2000-2500rpm,7.0
2015,450000,53000,Diesel,Individual,Manual,First Owner,24.0,1120 CC,70.0,160Nm@ 1500-2750rpm,5.0
2013,420000,105000,Diesel,Individual,Manual,Second Owner,23.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2011,500000,121941,Diesel,Dealer,Manual,First Owner,12.0,2494 CC,102.0,20.4@ 1400-3400(kgm@ rpm),8.0
2016,350000,15000,Petrol,Individual,Manual,First Owner,23.0,1199 CC,84.0,114Nm@ 3500rpm,5.0
2014,280000,100000,Diesel,Individual,Manual,First Owner,14.0,2489 CC,95.0,220Nm at 1400-2600 rpm,8.0
2013,425000,152186,Diesel,Dealer,Manual,Second Owner,20.0,1461 CC,83.0,200Nm@ 1900rpm,5.0
2013,295000,82246,Petrol,Dealer,Manual,First Owner,20.0,1197 CC,78.0,111.7Nm@ 4000rpm,5.0
2016,540000,20000,Petrol,Individual,Manual,First Owner,20.0,1197 CC,81.0,113Nm@ 4200rpm,5.0
2017,754000,40000,Diesel,Individual,Manual,First Owner,28.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2011,650000,89580,Diesel,Dealer,Manual,Second Owner,12.0,2494 CC,102.0,20.4@ 1400-3400(kgm@ rpm),8.0
2011,550000,250000,Diesel,Individual,Manual,Second Owner,12.0,2494 CC,102.0,20.4@ 1400-3400(kgm@ rpm),7.0
2011,550000,250000,Diesel,Individual,Manual,Second Owner,12.0,2494 CC,102.0,20.4@ 1400-3400(kgm@ rpm),7.0
2019,675000,2789,Petrol,Dealer,Manual,First Owner,18.0,1196 CC,86.0,112Nm@ 4000rpm,5.0
2018,700000,35278,Diesel,Dealer,Manual,First Owner,23.0,1499 CC,98.0,215nm@ 1750-2500rpm,5.0
2018,795000,2860,Diesel,Dealer,Manual,First Owner,23.0,1499 CC,98.0,215nm@ 1750-2500rpm,5.0
2010,515000,200000,Diesel,Individual,Manual,First Owner,12.0,2494 CC,102.0,20.4@ 1400-3400(kgm@ rpm),7.0
2018,450000,20000,Petrol,Individual,Manual,First Owner,18.0,1198 CC,82.0,115Nm@ 3500-3600rpm,6.0
2008,155000,60000,Petrol,Individual,Manual,Third Owner,15.0,1086 CC,66.0,"10.4@ 3,200(kgm@ rpm)",5.0
2011,350000,100000,Diesel,Individual,Manual,Second Owner,23.0,1364 CC,67.0,170Nm@ 1800-2400rpm,5.0
2011,250000,78562,Diesel,Dealer,Manual,First Owner,20.0,1399 CC,68.0,160Nm@ 2000rpm,5.0
2011,450000,96000,Diesel,Individual,Manual,Fourth & Above Owner,22.0,1582 CC,126.0,259.8Nm@ 1900-2750rpm,5.0
2011,450000,96000,Diesel,Individual,Manual,Fourth & Above Owner,22.0,1582 CC,126.0,259.8Nm@ 1900-2750rpm,5.0
2003,55599,36088,Petrol,Individual,Manual,First Owner,16.0,796 CC,37.0,59Nm@ 2500rpm,4.0
2014,420000,50000,Diesel,Individual,Manual,First Owner,22.0,1396 CC,88.0,219.7Nm@ 1500-2750rpm,5.0
2012,315000,100000,Diesel,Individual,Manual,First Owner,,,,,
2018,750000,40000,Diesel,Individual,Manual,First Owner,25.0,1248 CC,88.0,200Nm@ 1750rpm,5.0
2020,450000,10000,Petrol,Individual,Manual,First Owner,19.0,1198 CC,67.0,104Nm@ 4000rpm,5.0
2008,175000,60000,Diesel,Individual,Manual,Second Owner,17.0,1248 CC,75.0,190Nm@ 2000rpm,5.0
2019,650000,10000,Petrol,Individual,Manual,First Owner,17.0,1197 CC,81.0,114.73Nm@ 4000rpm,5.0
2018,1050000,10000,Diesel,Individual,Manual,First Owner,25.0,1248 CC,88.0,200Nm@ 1750rpm,7.0
2011,375000,35000,Diesel,Individual,Manual,Second Owner,22.0,1582 CC,126.0,259.8Nm@ 1900-2750rpm,5.0
2014,1100000,80000,Diesel,Individual,Manual,First Owner,14.0,2199 CC,194.0,420.7Nm@ 1800-2500rpm,7.0
2019,1550000,28000,Diesel,Individual,Manual,First Owner,15.0,2179 CC,152.0,360Nm@ 1750-2800rpm,7.0
2017,620000,35000,Diesel,Individual,Manual,First Owner,24.0,1498 CC,99.0,215Nm@ 1750-3000rpm,5.0
2017,1511000,32000,Diesel,Individual,Manual,First Owner,16.0,1956 CC,170.0,350Nm@ 1750-2500rpm,5.0
2003,135000,40000,Petrol,Individual,Manual,First Owner,18.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2011,375000,35000,Diesel,Individual,Manual,Second Owner,22.0,1582 CC,126.0,259.8Nm@ 1900-2750rpm,5.0
2019,320000,10000,Petrol,Individual,Manual,First Owner,25.0,799 CC,53.0,72Nm@ 4386rpm,5.0
2019,1650000,25000,Diesel,Individual,Automatic,Second Owner,15.0,2179 CC,152.0,360Nm@ 1750-2800rpm,7.0
2016,320000,50000,Petrol,Individual,Manual,First Owner,23.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2012,400000,129000,Diesel,Individual,Manual,First Owner,19.0,1248 CC,73.0,190Nm@ 2000rpm,5.0
2015,900000,100000,Diesel,Individual,Automatic,Second Owner,16.0,2179 CC,140.0,330Nm@ 1600-2800rpm,7.0
2018,310000,30000,Petrol,Individual,Manual,First Owner,24.0,796 CC,47.0,69Nm@ 3500rpm,5.0
2018,595000,28000,Petrol,Individual,Manual,Second Owner,17.0,1198 CC,108.0,170Nm@ 1750-4000rpm,5.0
2017,800000,60000,Diesel,Individual,Manual,First Owner,23.0,1248 CC,88.0,200Nm@ 1750rpm,5.0
2013,350000,70000,Petrol,Individual,Manual,First Owner,13.0,1598 CC,86.0,128Nm@ 3100rpm,5.0
2013,275000,110000,Diesel,Individual,Manual,First Owner,19.0,1405 CC,70.0,135.4Nm@ 2500rpm,5.0
2019,420000,10000,Petrol,Individual,Manual,First Owner,15.0,1196 CC,73.0,101Nm@ 3000rpm,5.0
2008,250000,110000,Diesel,Individual,Manual,Second Owner,18.0,1493 CC,110.0,"24@ 1,900-2,750(kgm@ rpm)",5.0
2007,250000,100000,Diesel,Individual,Manual,Second Owner,17.0,1248 CC,75.0,190Nm@ 2000rpm,5.0
2008,290000,120000,Diesel,Individual,Manual,Second Owner,12.0,2179 CC,120.0,290Nm@ 1800-2800rpm,8.0
2016,525000,60000,Petrol,Individual,Automatic,First Owner,16.0,1197 CC,82.0,114Nm@ 4000rpm,5.0
2008,250000,110000,Diesel,Individual,Manual,Third Owner,10.0,2609 CC,120.0,290Nm@ 1800-2800rpm,7.0
2007,90000,64000,Petrol,Individual,Manual,First Owner,,,,,
2017,430000,10000,Petrol,Individual,Manual,First Owner,23.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2017,630000,35000,Petrol,Individual,Manual,First Owner,21.0,1197 CC,83.0,115Nm@ 4000rpm,5.0
2018,550000,23000,Petrol,Individual,Manual,First Owner,20.0,1199 CC,84.0,114Nm@ 3500rpm,5.0
2019,630000,15000,Diesel,Individual,Manual,Second Owner,28.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2018,850000,20000,Diesel,Individual,Manual,First Owner,18.0,2179 CC,120.0,280Nm@ 1800-2800rpm,9.0
2011,455000,90000,Diesel,Individual,Manual,First Owner,13.0,2523 CC,63.0,180 Nm at 1440-1500rpm,7.0
2011,445000,90000,Diesel,Individual,Manual,First Owner,13.0,2523 CC,63.0,180 Nm at 1440-1500rpm,7.0
2013,370000,80000,Diesel,Individual,Manual,First Owner,21.0,1396 CC,88.0,219.6Nm@ 1750-2750rpm,5.0
2016,500000,50000,Petrol,Individual,Manual,First Owner,18.0,1197 CC,82.0,114Nm@ 4000rpm,5.0
2005,95000,50000,Diesel,Individual,Manual,Second Owner,,,,,
2012,140000,185000,Diesel,Individual,Manual,Second Owner,19.0,1405 CC,70.0,135.4Nm@ 2500rpm,5.0
2019,550000,40000,Petrol,Individual,Manual,First Owner,21.0,1197 CC,81.0,113Nm@ 4200rpm,5.0
2017,300000,30000,Petrol,Individual,Manual,First Owner,23.0,999 CC,67.0,91Nm@ 4250rpm,5.0
2011,150000,120000,Diesel,Individual,Manual,First Owner,23.0,1396 CC,69.0,140Nm@ 1800-3000rpm,5.0
2011,229999,500000,Petrol,Individual,Manual,Second Owner,18.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2017,880000,46000,Diesel,Individual,Manual,First Owner,15.0,2179 CC,120.0,280Nm@ 1800-2800rpm,7.0
2011,900000,120000,Diesel,Individual,Manual,First Owner,11.0,2982 CC,171.0,343Nm@ 1400-3400rpm,7.0
2015,720000,80000,Diesel,Individual,Manual,First Owner,15.0,2523 CC,75.0,200Nm@ 1400-2200rpm,9.0
2016,550000,90000,Diesel,Individual,Manual,Second Owner,22.0,1396 CC,88.0,219.7Nm@ 1500-2750rpm,5.0
2015,720000,90000,Diesel,Individual,Manual,First Owner,15.0,2523 CC,75.0,200Nm@ 1400-2200rpm,9.0
2006,70000,80000,Petrol,Individual,Manual,Second Owner,,,,,
2016,535000,70000,Diesel,Individual,Manual,First Owner,25.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2015,320000,91000,Diesel,Individual,Manual,Third Owner,24.0,1120 CC,71.0,180.4Nm@ 1750-2500rpm,5.0
2015,500000,90000,Diesel,Individual,Manual,First Owner,22.0,1396 CC,88.0,219.7Nm@ 1500-2750rpm,5.0
2014,525000,110000,Diesel,Individual,Manual,Second Owner,20.0,1248 CC,88.0,200Nm@ 1750rpm,7.0
2019,220000,90000,Petrol,Individual,Manual,First Owner,23.0,999 CC,67.0,91Nm@ 4250rpm,5.0
2018,350000,50000,Petrol,Individual,Manual,First Owner,23.0,1199 CC,84.0,114Nm@ 3500rpm,5.0
2016,530000,60000,Diesel,Individual,Manual,First Owner,18.0,1493 CC,100.0,240Nm@ 1600-2800rpm,7.0
2013,215000,35000,Petrol,Individual,Manual,First Owner,22.0,796 CC,47.0,69Nm@ 3500rpm,5.0
2012,335000,100000,Diesel,Individual,Manual,First Owner,20.0,1598 CC,103.0,250Nm@ 1500-2500rpm,5.0
2015,320000,90000,Diesel,Individual,Manual,Second Owner,24.0,1120 CC,71.0,180.4Nm@ 1750-2500rpm,5.0
2011,135000,120000,Diesel,Individual,Manual,Second Owner,20.0,1399 CC,68.0,160Nm@ 2000rpm,5.0
2009,175000,95000,Petrol,Individual,Manual,Second Owner,19.0,998 CC,66.0,90Nm@ 3500rpm,5.0
2017,800000,35000,Diesel,Individual,Manual,First Owner,15.0,2523 CC,62.0,195Nm@ 1400-2200rpm,7.0
2007,78000,38000,Petrol,Individual,Manual,Second Owner,15.0,1193 CC,65.0,102Nm@ 2600rpm,5.0
2014,565000,56000,Petrol,Individual,Manual,Second Owner,17.0,1497 CC,117.0,145Nm@ 4600rpm,5.0
2017,575000,50000,Diesel,Individual,Manual,First Owner,22.0,1396 CC,88.0,219.7Nm@ 1500-2750rpm,5.0
2014,170000,70000,Petrol,Individual,Manual,Second Owner,21.0,814 CC,55.0,74.5Nm@ 4000rpm,5.0
2014,250999,30000,Petrol,Individual,Manual,First Owner,22.0,796 CC,47.0,69Nm@ 3500rpm,5.0
2015,950000,188000,Diesel,Individual,Manual,First Owner,16.0,2179 CC,140.0,330Nm@ 1600-2800rpm,7.0
2014,650000,60000,Petrol,Individual,Manual,First Owner,17.0,1497 CC,117.0,145Nm@ 4600rpm,5.0
2013,550000,133000,Diesel,Individual,Manual,First Owner,14.0,2179 CC,138.0,320Nm@ 1700-2700rpm,7.0
2010,650000,160000,Diesel,Individual,Manual,First Owner,12.0,2494 CC,102.0,20.4@ 1400-3400(kgm@ rpm),7.0
2013,800000,150000,Diesel,Individual,Manual,Second Owner,15.0,2179 CC,140.0,330Nm@ 1600-2800rpm,7.0
2020,250999,30000,Petrol,Individual,Manual,First Owner,22.0,796 CC,47.0,69Nm@ 3500rpm,5.0
2013,170000,60000,Petrol,Individual,Manual,Second Owner,22.0,796 CC,47.0,69Nm@ 3500rpm,5.0
2013,250000,30000,Diesel,Individual,Manual,First Owner,19.0,1396 CC,69.0,135Nm@ 2500rpm,5.0
2014,312000,80000,Petrol,Individual,Manual,First Owner,13.0,1399 CC,98.0,131Nm@ 4400rpm,7.0
2014,250000,20000,Petrol,Individual,Manual,First Owner,22.0,796 CC,47.0,69Nm@ 3500rpm,5.0
2013,200000,80000,Petrol,Individual,Manual,First Owner,21.0,814 CC,55.0,74.5Nm@ 4000rpm,5.0
2016,670000,73000,Diesel,Individual,Manual,First Owner,15.0,2523 CC,75.0,200Nm@ 1400-2200rpm,7.0
2017,270000,50000,Petrol,Individual,Manual,First Owner,21.0,814 CC,55.0,74.5Nm@ 4000rpm,5.0
2012,360000,200000,Diesel,Individual,Manual,First Owner,15.0,2523 CC,62.0,195Nm@ 1400-2200rpm,7.0
2018,630000,46000,Diesel,Individual,Manual,First Owner,28.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2003,55599,36088,Petrol,Individual,Manual,First Owner,16.0,796 CC,37.0,59Nm@ 2500rpm,4.0
2018,400000,50000,Diesel,Individual,Manual,First Owner,23.0,909 CC,45.0,98Nm@ 1600-3000rpm,8.0
2014,420000,50000,Diesel,Individual,Manual,First Owner,22.0,1396 CC,88.0,219.7Nm@ 1500-2750rpm,5.0
2018,764000,25000,Petrol,Individual,Manual,First Owner,20.0,1373 CC,91.0,130Nm@ 4000rpm,5.0
2019,710000,30000,Diesel,Individual,Manual,First Owner,15.0,2523 CC,62.0,195Nm@ 1400-2200rpm,7.0
2018,1575000,30000,Diesel,Individual,Manual,First Owner,17.0,2179 CC,153.0,400Nm@ 1750-2500rpm,7.0
2018,1050000,13000,Diesel,Individual,Manual,First Owner,17.0,2200 CC,139.0,321Nm@ 1600-2400rpm,7.0
2019,1000000,15000,Petrol,Individual,Manual,First Owner,19.0,1462 CC,103.0,138nm@ 4400rpm,6.0
2017,650000,44000,Diesel,Dealer,Manual,First Owner,23.0,1248 CC,88.0,200Nm@ 1750rpm,5.0
2015,600000,63000,Diesel,Individual,Manual,First Owner,22.0,1498 CC,98.0,205Nm@ 1750-3250rpm,5.0
2016,509999,110000,Diesel,Individual,Manual,First Owner,18.0,1493 CC,100.0,240Nm@ 1600-2800rpm,7.0
2017,610000,14000,Petrol,Individual,Manual,First Owner,19.0,1197 CC,82.0,114Nm@ 4000rpm,5.0
2017,310000,35000,Petrol,Individual,Manual,First Owner,24.0,796 CC,47.0,69Nm@ 3500rpm,5.0
2016,720000,35000,Diesel,Individual,Manual,First Owner,15.0,2523 CC,62.0,195Nm@ 1400-2200rpm,7.0
2012,158000,110000,Diesel,Individual,Manual,Second Owner,19.0,1396 CC,69.0,135Nm@ 2500rpm,5.0
2011,175000,85700,Diesel,Individual,Manual,Second Owner,17.0,1405 CC,70.0,"13.5@ 2,500(kgm@ rpm)",5.0
2010,217000,120000,Diesel,Individual,Manual,First Owner,21.0,1248 CC,73.0,113Nm@ 4500rpm,5.0
2013,484999,50000,Diesel,Individual,Manual,First Owner,25.0,1498 CC,98.0,200Nm@ 1750rpm,5.0
2012,315000,100000,Diesel,Individual,Manual,First Owner,,,,,
2016,550000,35000,Diesel,Individual,Manual,First Owner,24.0,1120 CC,71.0,180.4Nm@ 1750-2500rpm,5.0
2012,280000,70000,Petrol,Individual,Manual,Second Owner,18.0,1197 CC,85.0,114Nm@ 4000rpm,5.0
2013,350000,90000,Petrol,Individual,Manual,First Owner,14.0,1596 CC,99.0,146Nm@ 3400rpm,5.0
2017,1150000,42000,Diesel,Individual,Manual,Second Owner,16.0,2179 CC,140.0,330Nm@ 1600-2800rpm,7.0
2016,420000,30000,Petrol,Individual,Manual,Second Owner,18.0,1197 CC,82.0,114Nm@ 4000rpm,5.0
2017,810000,80000,Petrol,Individual,Manual,First Owner,20.0,1373 CC,91.0,130Nm@ 4000rpm,5.0
2011,290000,90000,Petrol,Individual,Manual,Third Owner,17.0,1197 CC,80.0,"11.4 kgm at 4,000 rpm",5.0
2012,180000,60000,Petrol,Individual,Manual,First Owner,18.0,1199 CC,79.0,108Nm@ 4400rpm,5.0
2010,160000,162000,Petrol,Individual,Manual,First Owner,15.0,1196 CC,73.0,101Nm@ 3000rpm,5.0
2017,66000,70000,Petrol,Individual,Manual,Third Owner,23.0,624 CC,37.0,51Nm@ 4000rpm,4.0
2015,369000,20000,Petrol,Individual,Manual,Second Owner,20.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2012,300000,80000,Diesel,Individual,Manual,Second Owner,13.0,2179 CC,138.0,320Nm@ 1700-2700rpm,7.0
2008,350000,90000,Diesel,Individual,Manual,First Owner,13.0,2523 CC,63.0,180 Nm at 1440-1500rpm,7.0
2008,220000,120000,Petrol,Individual,Automatic,Second Owner,19.0,1197 CC,80.0,"11.4@ 4,000(kgm@ rpm)",5.0
2005,160000,220000,Diesel,Individual,Manual,First Owner,14.0,2499 CC,80.0,"19@ 1,800(kgm@ rpm)",10.0
2009,221000,100000,Diesel,Individual,Manual,Second Owner,17.0,1248 CC,75.0,190Nm@ 2000rpm,5.0
2017,400000,35000,Petrol,Individual,Manual,First Owner,17.0,1193 CC,88.0,140Nm@ 1500-4000rpm,5.0
2004,250000,120000,Petrol,Individual,Manual,Second Owner,13.0,2362 CC,164.0,224Nm@ 4000rpm,5.0
2011,390000,120000,Diesel,Individual,Manual,Fourth & Above Owner,13.0,2523 CC,63.0,180 Nm at 1440-1500rpm,7.0
2012,190000,110000,Petrol,Individual,Manual,First Owner,15.0,1196 CC,73.0,101Nm@ 3000rpm,5.0
2017,300000,60000,Petrol,Individual,Manual,First Owner,25.0,799 CC,53.0,72Nm@ 4386rpm,5.0
2017,750000,27000,Diesel,Individual,Manual,First Owner,22.0,1396 CC,88.0,219.7Nm@ 1500-2750rpm,5.0
2016,650000,50000,Diesel,Individual,Manual,First Owner,26.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2018,635000,40000,Petrol,Individual,Manual,First Owner,17.0,1198 CC,86.0,109Nm@ 4500rpm,5.0
2013,520000,88000,Diesel,Individual,Manual,Second Owner,22.0,1582 CC,126.0,259.8Nm@ 1900-2750rpm,5.0
2020,1500000,50000,Diesel,Individual,Manual,First Owner,16.0,2179 CC,140.0,320Nm@ 1500-2800rpm,7.0
2012,415000,80000,Diesel,Individual,Manual,Second Owner,22.0,1582 CC,126.0,259.8Nm@ 1900-2750rpm,5.0
2019,700000,60000,Diesel,Individual,Manual,First Owner,22.0,1396 CC,88.0,219.66nm@ 1500-2750rpm,5.0
2017,484999,26000,Petrol,Individual,Manual,Second Owner,21.0,1197 CC,81.0,113Nm@ 4200rpm,5.0
2007,120000,80000,Petrol,Individual,Manual,Second Owner,16.0,1388 CC,68.0,"16.3@ 2,000(kgm@ rpm)",5.0
2014,220000,60000,Petrol,Individual,Manual,Second Owner,21.0,814 CC,55.0,74.5Nm@ 4000rpm,5.0
2014,320000,80000,Petrol,Individual,Manual,Second Owner,20.0,1197 CC,78.0,111.7Nm@ 4000rpm,5.0
2011,375000,90000,Diesel,Individual,Manual,Second Owner,22.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2012,440000,80000,Diesel,Individual,Manual,Second Owner,22.0,1582 CC,126.0,259.8Nm@ 1900-2750rpm,5.0
2019,550000,15000,Petrol,Individual,Automatic,First Owner,18.0,1197 CC,81.0,113.75nm@ 4000rpm,5.0
2017,640000,35000,Diesel,Individual,Manual,Second Owner,25.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2014,420000,120000,Diesel,Individual,Manual,First Owner,23.0,1364 CC,67.0,170Nm@ 1800-2400rpm,5.0
2016,330000,63000,Diesel,Individual,Manual,Third Owner,24.0,1120 CC,70.0,160Nm@ 1500-2750rpm,5.0
2019,800000,25000,Diesel,Individual,Manual,First Owner,21.0,1498 CC,108.0,250Nm@ 1500-3000rpm,5.0
2011,240000,64500,Petrol,Individual,Manual,First Owner,18.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2016,360000,100000,Diesel,Individual,Manual,Second Owner,25.0,1198 CC,77.0,190Nm@ 1750-2250rpm,6.0
2017,750000,40000,Diesel,Individual,Manual,First Owner,23.0,1582 CC,126.0,259.9Nm@ 1900-2750rpm,5.0
2017,570000,15000,Petrol,Individual,Manual,Second Owner,18.0,1197 CC,81.0,114.7Nm@ 4000rpm,5.0
2015,450000,25000,Diesel,Individual,Manual,First Owner,23.0,1364 CC,67.0,170Nm@ 1800-2400rpm,5.0
2016,270000,82000,Petrol,Individual,Manual,Third Owner,18.0,1197 CC,85.0,114Nm@ 4000rpm,5.0
2012,459999,87000,Diesel,Individual,Manual,First Owner,20.0,1248 CC,88.0,200Nm@ 1750rpm,7.0
2015,240000,80000,Petrol,Individual,Manual,Second Owner,23.0,998 CC,67.0,90Nm@ 3500rpm,5.0
