Retail Branding,Marketing Name,Device,Model
Lenovo,S820,S820,Lenovo S820
Lenovo,S820,S820_ROW,Lenovo S820
Lenovo,S820,S820_ROW,Lenovo S820_ROW
Lenovo,S820e,applee,Lenovo S820e
Lenovo,S850e,sichuan,Lenovo S850e
Lenovo,S868,S868t,Lenovo S868t
Lenovo,S870e,S870e,LNV-Lenovo S870e
Lenovo,S870e,S870e,Lenovo S870e
Lenovo,S898t,S898t,Lenovo S898t
Lenovo,S90-L,sisleyr_amx,Lenovo S90-L
Lenovo,S920,S920,Lenovo S920
Lenovo,S960,S960,Lenovo S960
Lenovo,Softbank 501LV,501LV,501LV
Lenovo,ThinkVision28,ThinkVision28,ThinkVision28
Lenovo,Thinkpad Stack projector,pj_stack_acc,M123
Lenovo,ideatv S52,ideatv_S52,ideatv S52
Lenovo,ideatvK82 60LX750A  52LX750A  46LX750A  60LX850A  70LX850A 80LX850A,ideatv_K82,ideatv K82
Lexibook,Fluo,MFC145FR1,MFC145FR1
Lexibook,Fluo XL,MFC191FR2,MFC191FR2
Lexibook,Fluo XL Premium Edition,MFC510FR1,MFC510FR1
Lexibook,"LexiTab 10""",MFC512,MFC512FR
Lexibook,LexiTab 10\'\',mfc511,MFC511DE
Lexibook,LexiTab 10\'\',mfc511,MFC511EN
Lexibook,LexiTab 10\'\',mfc511,MFC511FR
Lexibook,"LexiTab 7""",MFC147,MFC147FR
Lexibook,LexiTab 7\'\',MFC146DE,MFC146DE
Lexibook,LexiTab 7\'\',MFC146EN,MFC146EN
Lexibook,LexiTab 7\'\',MFC146FR,MFC146FR
Lexibook,LexiTab 7\'\'\t,MFC146ES,MFC146ES
Lexibook,MFC191,MFC191,S952
Lexibook,Playdroid,lbox500,LBOX500
Lgcns,LPT_200AR,LPT_200AR,LPT_200AR
Lgcns,LPT_201AR,LPT_201AR,LPT_201AR
LifeWatch,"LifeWatch V , FGL-00004",hp6577_cts,LifeWatch V
LinkNet,SH960C-LN,SH960C-LN,SH960C-LN
LinkNet,ST950I-LN,ST950I-LN,ST950I-LN
LinkNet,Smart Box HD,SH940C-LN,SH940C-LN
Listo,WEBPAD1002,Listo,WEBPAD1002
Logic Instrument,FieldBook E1,FieldBook_E1,FieldBook_E1
Logic Instrument,Fieldbook F1,lifbf1,Logic Instrument Fieldbook F1
Logic Instrument,Fieldbook F53,lifbf53,Logic Instrument Fieldbook F53
Logic Instrument,Fieldbook K80,lifbk80,Logic Instrument Fieldbook K80
Logicom,Connect503,L-ite502,Connect503
Logicom,E350,E350,E350
Logicom,E400,E400,E400
Logicom,L-EMENT TAB 1040,generic,L-EMENT_TAB1040
Logicom,L-EMENT TAB 741,LEMENTTAB741,L-EMENT 741
Logicom,L-EMENT TAB 742,LEMENTTAB742,L-EMENT 742
Logicom,L-EMENT TAB 744,L-ement_Tab_744,L-ement_Tab_744
Logicom,L-EMENT TAB 744P,L-ementTab744P,L-ementTab744P
Logicom,L-EMENT350,L-EMENT350,L-EMENT350
Logicom,L-EMENT400,LEMENT400,L-EMENT 400
Logicom,L-EMENT500,L-EMENT500L,L-EMENT500L
Logicom,L-EMENT501,L-EMENT501,L-EMENT501
Logicom,L-EMENT550,L-EMENT550,L-EMENT550
Logicom,L-EMENT551,L-EMENT551,L-EMENT551
Logicom,L-EMENTTAB1042,LEMENTTAB1042BTK,L-EMENT_TAB1042BTK
Logicom,L-EMENT_TAB1040_BT,generic,L-EMENT_TAB1040_BT
Logicom,L-ITE 502 PLUS,L-ITE502PLUS,L-ITE 502 PLUS
Logicom,L-ITE402,L-ITE402,L-ITE 402
Logicom,L-ITE552,L-ITE552,L-ITE 552
Logicom,L-IXIR TAB 1041,generic,LIXIR1041
Logicom,L-IXIR TAB 701 3G,TAB701,L-IXIR TAB 701 3G
Logicom,L-IXIR TAB 840,L-IXIR_TAB_840,L-IXIR_TAB_840
Logicom,LEMENT TAB 740,LEMENTTAB740,L-EMENT 740
Logicom,LEMENTTAB1042,LEMENTTAB1042,L-EMENT_TAB1042
Logicom,LEMENTTAB901,LEMENTTAB901,LEMENT_TAB901
Logicom,LOGICOM E1052GP,E1052GP,E1052GP
Logicom,LOGICOM E852GP,E852GP,E852GP
Logicom,L_IXIR_TAB_1047HD,L_IXIR_TAB_1047HD,L_IXIR_TAB_1047HD
Logicom,Logicom S450,S450,S450
Logicom,Logicom S504,S504,Connect 5
Logicom,Logicom S504,S504,S504
Logicom,Logikids,Logikids_2,Logikids_2
Logicom,M bot 551,M_BOT_551,M BOT 551
Logicom,POWER bot,POWERBOT,POWER BOT
Logicom,S1052,S1052,S1052
Logicom,S732,rk3026,S732
Logicom,S7842,S7842,S7842
Logicom,S952,S952,S952
Logitech,Revue,ka,Revue
Lumigon,Lumigon_T3,Lumigon_T3,Lumigon_T3
Lumigon,T2,msm7630_fw8911,T2
Lumigon,T2 HD,T2HD,T2HD
Lyf,LS-4004,LS-4004,LS-4004
Lyf,LS-4006,LS-4006,LYF_LS-4006
Lyf,LS-4503,LS-4503,LS-4503
Lyf,LS-4505,LS-4505,LS-4505
Lyf,LS-4508,C-451,LS-4508
Lyf,LS-4510,LS-4510,LS-4510
Lyf,LS-4511,LS-4511,LS-4511
Lyf,LS-4512,LS-4512,LS-4512
Lyf,LS-5002,LS-5002,LS-5002
Lyf,LS-5004,LS-5004,LS-5004
Lyf,LS-5008,P839F30,LS-5008
Lyf,LS-5009,LS-5009,LS-5009
Lyf,LS-5013,LS-5013,LS-5013
Lyf,LS-5016,LS-5016,LS-5016
Lyf,LS-5018,HL-L51P,LS-5018
Lyf,LS-5020,LS-5020,LS-5020
Lyf,LS-5021,ZTE_T920,LS-5021
Lyf,LS-5027,LS-5027,LS-5027
Lyf,LS-5201,panda01a_msm8952_64,LS-5201
Lyf,LS-5503,P839F50,LS-5503
Lyf,LS-5504,zx55q05_64,LS-5504
Lyf,LS-6001,LS-6001,LS-6001
Lyf,LT-8001,LT-8001,LT-8001
Lyf,LT-8001 IRIS,LT-8001-IRIS,LT-8001 IRIS
Lyf,WATER F1,LS-5505,LS-5505
M4tel,M4 SS4450,DREAMPLUS02A-S10A,M4 SS4450
M4tel,M4 SS4451,NOVA02A_S11A,M4 SS4451
M4tel,M4 SS4452,UDON02A_S10A,M4 SS4452
M4tel,M4 SS4455,NOVA03A_S22A,M4 SS4455
M4tel,M4 SS4456,UDON04A_S19A,M4 SS4456
MAD CATZ,Mad Catz M.O.J.O.,mojo,Mad Catz M.O.J.O.
MG Series,Any 302,TR10CS1_15,TR10CS1
MG Series,Any 302,TR10CS2_3,TR10CS2
MG series,Any 302,TR10CS2_2,TR10CS2
MG series,Any 303,TR10CD2_2,TR10CD2
MG series,Any 303,TR10CD2_3,TR10CD2
MJS,T2702,T2702,T2702
MPman,MPDC1006,MPDC1006,MPDC1006
MPman,MPDC706,MPDC706,MPDC706
MSI,Primo73,N71J,Primo73
MSI,Primo76,N728,Primo76
MSI,Primo81,N821,Primo 81
MSI,Primo81,N821,Primo81
MSI,Primo81,Primo81,Primo81
MTC,MTC 982,MTC_982,MTC 982
MTC,Vodafone Smart mini,Vodafone_875,MTC 970H
MTN,MTN-5982C3,MTN-TBW5982C3,MTN-TBW5982C3
MTN,MTN-8978P,MTN-8978P,MTN-8978P
MTN,MTN-S620,MTN-S620,MTN-S620
MTN,MTN-S720i,MTN-S720i,MTN-S720i
MTN Group,MTN Sm@rt L860,MTN-L860,MTN-L860
MTN Group,MTN Smart S730,MTN-S730,MTN-S730
MTN Group,MTN Smart S735,MTN-S735,MTN-S735
MTN Group,MTN Smart S810,MTN-S810,MTN-S810
MTN Group,MTN Steppa 2 LTE,Steppa2,MTN Steppa 2 LTE
MTN Group,Sm@rt Mini S630,MTN-S630,MTN-S630
MTN-E70,MTN-E70,MTN-E70,MTN-E70
MTT,Master,Master,M.T.T. Master
MTT,Smart Fun,SmartFun,M.T.T. Smart Fun
Mach Speed,xtreme,X_treme_Play_Tab,X-treme Play Tab
MachSpeed,MachSpeed Trio Stealth_10 Tablet,D_10AL,Trio Stealth_10
MachSpeed,MachSpeed Trio Stealth_8 Tablet,D_8AL,Trio Stealth_8
MachSpeed,MachSpeed Trio Stealth_9 Tablet,D_9AL,Trio Stealth_9
MachSpeed,MachSpeed TrioStealth-7,TrioStealth-7,TrioStealth-7
MachSpeed,STR-9.6-Tablet,STR_96_Tablet,STR-9.6-Tablet
Mad Catz,Mad Catz M.O.J.O.,mojo,Mad Catz M.O.J.O.
Manta,MSP4507,MSP4507,MSP4507
Marshall,Marshall London,KB-1501,London
Maxcom,MS514,MS514,MS514
Mecer,101P51C,101P51C,101P51C
Mecer,101P51D,101P51D,101P51D
Mecer,800P31C,800P31C,800P31C
Mecer,800P71D,800P71D,800P71D
Mecer,TEI11011,TEI11011MST,TEI11011MST
Mecer,TF10EA2,TF10EA2_11,TF10EA2
Medion,E4506,E4506,MEDION E4506
Medion,E5005,B5060,B5060
Medion,E5504,B5530,MEDION B5530
Medion,E731x,LIFETAB_E731X,LIFETAB_E731X
Medion,LIFETAB E10316,LIFETAB_E10316,BOSCH_E10316
Medion,LIFETAB E10316,LIFETAB_E10316,LIFETAB_E10316
Medion,LIFETAB E10320,LIFETAB_E10320,LIFETAB_E10320
Medion,LIFETAB E10320,LIFETAB_E10320,MICROSTAR_E10319
Medion,LIFETAB E723X,LIFETAB_E723X,LIFETAB_E723X
Medion,LIFETAB E7313,LIFETAB_E7313,LIFETAB_E7313
Medion,LIFETAB E7316,LIFETAB_E7316,LIFETAB_E7316
Medion,LIFETAB E7316,LIFETAB_E7316,LIFETAB_S7316
Medion,LIFETAB E732X,LIFETAB_E732X,LIFETAB_E732X
Medion,LIFETAB E732X,LIFETAB_E733X,LIFETAB_E733X
Medion,LIFETAB E732X,LIFETAB_E733X,LIFETAB_S733X
Medion,LIFETAB P1034X,lifetab_p1034x,LIFETAB_P1034X
Medion,LIFETAB P733x,lifetab_p733x,LIFETAB_P733X
Medion,LIFETAB P831X,lifetab_p831x,LIFETAB_P831X
Medion,LIFETAB P831X,lifetab_p831x,LIFETAB_P831X.2
Medion,LIFETAB P891X,lifetab_p891x,LIFETAB_P891X
Medion,LIFETAB S1032X,S1032X,S1032X
Medion,LIFETAB S1033X,LIFETAB_S1033X,LIFETAB_S1033X
Medion,LIFETAB S1034X,lifetab_s1034x,LIFETAB_S1034X
Medion,LIFETAB S785X,LIFETAB_S785X,LIFETAB_S785X
Medion,LIFETAB S786x,LIFETAB_S786X,LIFETAB_S786X
Medion,LIFETAB S831X,LIFETAB_S831X,LIFETAB_S831X
Medion,LIFETAB_S1036X,lifetab_s1036x,LIFETAB_S1036X
Medion,Lifetab P9514,LIFETAB_P9514,LIFETAB_P9514
Medion,MEDION E4502,E4502,MEDION E4502
Medion,MEDION E5004,E5004,MEDION E5004
Medion,Media Base P740X,P740X,P740X
Medion,P1032X,P1032X,P1032X
Medion,P1035X,P1035X,P1035X
Medion,P1050X,P1050X,P1040X
Medion,P1050X,P1050X,P1050X
Medion,P4501,P4501,P4501
Medion,P5004,P5004,MEDION P5004
Medion,P5005,P5005,MEDION P5005
Medion,P5015,P5015,MEDION P5015
Medion,P850X,P850X,P850X
Medion,S1035X,S1035X,S1035X
Medion,S5004,S5004,MEDION S5004
Medion,S5504,B5531,B5531
Medion,S7322,LIFETAB_S732X,LIFETAB_S732X
Medion,X6001,X6001,MEDION X6001
Medion,microstar E10319,E10319,E10319
MegaFon,MFLogin3T,MFLogin3T,MFLogin3T
MegaFon,MFLoginPh,MFLoginPh,MFLoginPh
MegaFon,MS4B,Viper_LTE,ALCATEL ONE TOUCH 7030R
MegaFon,MS4B,Viper_LTE,ALCATEL ONE TOUCH 7030Y
MegaFon,MS4B,Viper_LTE,MS4B
MegaFon,MegaFon Login 3,MFLogin3,MegaFon Login 3
MegaFon,MegaFon MT3A,MT3A,MT3A
Megahouse,CP-D403,CP-D403,CP-D403
Meitu,Meitu  M6,M6,MP1503
Meitu,Meitu M4,M4,Meitu M4
Meitu,Meitu V4,V4,Meitu V4
Meitu,Meitu V4s,V4s,Meitu V4s
Memorex,MTAB-09541AB,MTAB-09541AB,MTAB-09541AB
Memorex,Memorex MTAB-07530A,MTAB-07530A,MTAB-07530A
Memorex,Memorex MTAB-0753AK,MTAB-07535AK,MTAB-07535AK
Memorex,Memorex MTAB-08530A,MTAB-08530A,MTAB-08530A
Mexico SEP tender,TR10CS1,TR10CS1_7,TR10CS1
Mexico SEP tender,TR10CS1,TR10CS1_8,TR10CS1
Micromax,A110,s9081,Micromax A110
Micromax,A111,A111,A111
Micromax,A116,A116,A116
Micromax,A240,A240,A240
Micromax,A27,A27,A27
Micromax,A44,tinnoes13_s7050,A44
Micromax,A45,tinnoes73_s8030_2g,A45
Micromax,A50,kpt73_gb,Micromax A50
Micromax,A54,A54,A54
Micromax,A56,A56,Micromax A56
Micromax,A57,A57,A57
Micromax,A57,A57,Micromax A57
Micromax,A62,A62,Micromax A62
Micromax,A72,A72,Micromax A72
Micromax,A73,A73,A73
Micromax,A73,A73,Micromax A73
Micromax,A75,A75,A75
Micromax,A78,Micromax,A78
Micromax,A84,A84,A84
Micromax,A87,A87,A87
Micromax,A87,A87,Micromax A87
Micromax,A88,A88,A88
Micromax,A89,A89,A89
Micromax,A91,A91,A91
Micromax,A91,A91,Micromax A91
Micromax,BOLT,A068,A068
Micromax,BOLT,A069,Micromax A069
Micromax,BOLT,A24,Micromax A24
Micromax,BOLT,A34,Micromax A34
Micromax,BOLT,A67,Micromax A67
Micromax,BOLT,A69,Micromax A69
Micromax,BOLT,A69_IN,Micromax A69
Micromax,BOLT,Q332,Micromax Q332
Micromax,BOLT,Q338,Micromax Q338
Micromax,Bolt,A066,Micromax A066
Micromax,Bolt,A067,Micromax A067
Micromax,Bolt,A35,A35
Micromax,Bolt,A79,Micromax A79
Micromax,Bolt,A82,Micromax A82
Micromax,Bolt,AD3520,Micromax AD3520
Micromax,Bolt,AD4500,Micromax AD4500
Micromax,Bolt,D200,Micromax_D200
Micromax,Bolt,D303,Micromax D303
Micromax,Bolt,D304,Micromax D304
Micromax,Bolt,D305,Micromax D305
Micromax,Bolt,D320,Micromax D320
Micromax,Bolt,D321,Micromax D321
Micromax,Bolt,D333,Micromax D333
Micromax,Bolt,D340,Micromax D340
Micromax,Bolt,Q301,Micromax Q301
Micromax,Bolt,Q303,Micromax Q303
Micromax,Bolt,Q323,Micromax Q323
Micromax,Bolt,Q324,Micromax Q324
Micromax,Bolt,Q325,Micromax Q325
Micromax,Bolt,Q326,Micromax Q326
Micromax,Bolt,Q331,Micromax Q331
Micromax,Bolt,Q333,Micromax Q333
Micromax,Bolt,Q335,Micromax Q335
Micromax,Bolt,Q336,Micromax Q336
Micromax,Bolt,Q341,Micromax Q341
Micromax,Bolt,Q346,Micromax Q346
Micromax,Bolt,Q381,Micromax Q381
Micromax,Bolt,Q383,Micromax Q383
Micromax,Bolt,S300,Micromax S300
Micromax,Bolt,S301,Micromax S301
Micromax,Bolt,S302,Micromax S302
Micromax,Bolt Selfie,Q424,Micromax Q424
Micromax,Bolt Supreme 4,Q352,Micromax Q352
Micromax,CANVAS 2 COLOURS,A120,Micromax A120
Micromax,CANVAS 2 PLUS,A110Q,A110Q
Micromax,CANVAS 2 PLUS,s9086b,Micromax A110Q
Micromax,CANVAS 4,A210,A210
Micromax,CANVAS 4,s9111b,A210
Micromax,CANVAS BEAT,A114R,Micromax A114R
Micromax,CANVAS BLAZE,MT500,MT500
Micromax,CANVAS DOODLE 3,MicromaxA102,Micromax A102
Micromax,CANVAS DUET,AE90,Micromax AE90
Micromax,CANVAS DUET 2,EG111,Micromax EG111
Micromax,CANVAS ELANZA 2,A121,Micromax A121
Micromax,CANVAS ENGAGE,A091,Micromax A091
Micromax,CANVAS ENTICE,A105,Micromax A105
Micromax,CANVAS GOLD,A300,Micromax A300
Micromax,CANVAS KNIGHT,A350,Micromax A350
Micromax,CANVAS KNIGHT,s9320ae,Micromax A350
Micromax,CANVAS MAGNUS,s9203,Micromax A117
Micromax,CANVAS POWER,A96,Micromax A96
Micromax,CANVAS TUBE,A118R,Micromax A118R
Micromax,CANVAS TURBO,A250,A250
Micromax,CANVAS TURBO,s9311,A250
Micromax,CANVAS TURBO MINI,s8513a,Micromax A200
Micromax,CANVAS UNITE 2,A106,Micromax A106
Micromax,Canvas 4+,A315,Micromax A315
Micromax,Canvas 5,E481,Micromax E481
Micromax,Canvas 5 Lite,Q463,Micromax Q463
Micromax,Canvas 6,E485,Micromax E485
Micromax,Canvas 6 Pro,E484,Micromax E484
Micromax,Canvas A1,AQ4501_sprout,Micromax AQ4501
Micromax,Canvas A1,AQ4502_sprout,Micromax AQ4502
Micromax,Canvas AMAZE,Q395,Micromax Q395
Micromax,Canvas Blaze,Q400,Micromax Q400
Micromax,Canvas Blaze 4G Plus,Q414,Micromax Q414
Micromax,Canvas Doodle4,Q391,Micromax Q391
Micromax,Canvas Evok,E483,Micromax E483
Micromax,Canvas FIRE4G,Q411,Micromax Q411
Micromax,Canvas Fire,A093,Micromax A093
Micromax,Canvas Fire,A104,Micromax A104
Micromax,Canvas Fire 4G,Q462,Micromax Q462
Micromax,Canvas Fire 5,Q386,Micromax Q386
Micromax,Canvas Fire 6,Q428,Micromax Q428
Micromax,Canvas Fire3,A096,Micromax A096
Micromax,Canvas Fire4,A107,Micromax A107
Micromax,Canvas Fun,A76,Micromax A76
Micromax,Canvas HD Plus,A190,Micromax A190
Micromax,Canvas Hue,AQ5000,Micromax AQ5000
Micromax,Canvas Hue 2,A316,Micromax A316
Micromax,Canvas Juice,A77,Micromax A77
Micromax,Canvas Juice 3+,Q394,Micromax Q394
Micromax,Canvas Juice 4,Q382,Micromax Q382
Micromax,Canvas Juice 4G,Q461,Micromax Q461
Micromax,Canvas Juice2,AQ5001,Micromax AQ5001
Micromax,Canvas Juice3,Q392,Micromax Q392
Micromax,Canvas Knight Cameo,A290,Micromax A290
Micromax,Canvas Knight2,KNIGHT2,Micromax E471
Micromax,Canvas L,A108,Micromax A108
Micromax,Canvas Magnus,A117,Micromax A117
Micromax,Canvas Mega,E353,Micromax E353
Micromax,Canvas Mega,Q417,Micromax Q417
Micromax,Canvas Mega 2,Q426,Micromax Q426
Micromax,Canvas Nitro,A310,Micromax A310
Micromax,Canvas Nitro,A311,Micromax A311
Micromax,Canvas Nitro2,E311,Micromax E311
Micromax,Canvas Pace 4G,Q416,Micromax Q416
Micromax,Canvas Pace MIni,Q401,Micromax Q401
Micromax,Canvas Pep,Q370,Micromax Q370
Micromax,Canvas Pep,Q371,Micromax Q371
Micromax,Canvas Pep,Q375,Micromax Q375
Micromax,Canvas Play,Q355,Micromax Q355
Micromax,Canvas Play 4G,Q412,Micromax Q412
Micromax,Canvas Play4G,Q469,Micromax Q469
Micromax,Canvas Pulse,E451,Micromax E451
Micromax,Canvas SPARK2,Q334,Micromax Q334
Micromax,Canvas Selfie,A255,Micromax A255
Micromax,Canvas Selfie 4,Q349,Micromax Q349
Micromax,Canvas Selfie Lens,Q345,Micromax Q345
Micromax,Canvas Space 2,Q480,Micromax Q480
Micromax,Canvas Space 2+,Q479,Micromax Q479
Micromax,Canvas Spark,Q380,Micromax Q380
Micromax,Canvas Spark 2 Plus,Q350,Micromax Q350
Micromax,Canvas Spark 3,Q380N,Micromax Q380N
Micromax,Canvas Spark 3,Q385,Micromax Q385
Micromax,Canvas Spark 4G,Q4201,Micromax Q4201
Micromax,Canvas Tab,F666,MicromaxF666
Micromax,Canvas Tab,P480,MicromaxP480
Micromax,Canvas Tab,P480,P480
Micromax,Canvas Tab,P681,Micromax P681
Micromax,Canvas Tab,P690,Micromax P690
Micromax,Canvas Tab,P701,Micromax P701
Micromax,Canvas Tab,P702,MicromaxP702
Micromax,Canvas Tab,P70221,P70221
Micromax,Canvas Tab,P802,MicromaxP802
Micromax,Canvas Tab,P810,Micromax P810
Micromax,Canvas Tabby,P469,P469
Micromax,Canvas Turbo,A250,Micromax A250
Micromax,Canvas Unite 4,Q427,Micromax Q427
Micromax,Canvas Unite 4 Pro,Q465,Micromax Q465
Micromax,Canvas XL2,A109,Micromax A109
Micromax,Canvas Xpress,A99,Micromax A99
Micromax,Canvas Xpress 2,E314,Micromax E314
Micromax,Canvas Xpress 4g,Q413,Micromax Q413
Micromax,Canvas tab,P290,Micromax P290
Micromax,Canvas tab,P470,P470
Micromax,Canvas tab,P666,Micromax P666
Micromax,Canvas tab,P680,MicromaxP680
Micromax,Doodle 4,Q491,Micromax Q491
Micromax,MICROMAX MAD,A94,Micromax A94
Micromax,MICROMAX UNITE,A092,Micromax A092
Micromax,Micromax Bolt,A064,Micromax A064
Micromax,Micromax Bolt,A065,Micromax A065
Micromax,Micromax Bolt,A082,Micromax A082
Micromax,Nitro 3,E352,Micromax E352
Micromax,Nitro 4G,E455,Micromax E455
Micromax,P275,P275,P275
Micromax,P300,crane-M701C_mmx,P300
Micromax,Q327,Q327,Micromax Q327
Micromax,Q350R,Q350R,Micromax Q350R
Micromax,SUPREME BOLT,Q300,Micromax Q300
Micromax,Selfie 2,Q340,Micromax Q340
Micromax,Selfie 3,Q348,Micromax Q348
Micromax,Sliver 5,Q450,Micromax Q450
Micromax,Unite 3,Q379,Micromax Q379
Micromax,Unite2,A106,Micromax A106
Micromax,Unite3,Q372,Micromax Q372
Micromax,Vdeo 1,Q4001,Micromax Q4001
Micromax,Vdeo 2,Q4101_Ru,Micromax Q4101
Micromax,Vdeo 4,Q4251,Micromax Q4251
Micromax,Vdeo 5,Q4220,Micromax Q4220
Micromax,Xpress 2,E313,Micromax E313
Micromax,YUNIQUE,YUNIQUE,YU4711
Micromax,YUREKA S,YUREKA2,YU5200
Micromax,Yuphoria,YUPHORIA,YU5010
Micromax,Yutopia,YUTOPIA,YU5050
MiiA,MiiA,TA10CA1_2,TA10CA1
MiiA,MiiA MT-733G,MT-733G,MT-733G
Mint,M4,M4,M4
Mint,M5,MINT-M5,M5
Mint,Mint Clover,M4CR,M4CR
Mio Tab,MioTab,MioTab2016,MioTab 2016
Miophone,Mio Phone,MioPhone2016,Mio Phone 2016
Mito,A10,A10_sprout,MITO A10
Mito,A10,A10_sprout,MITO_A10
MobiWire,Cygnus,Cygnus45,Cygnus
MobiWire,Cygnus,Cygnus45,Cygnus45
Mobicell,4U,4U,4U
Mobicell,ARC,ARC,ARC
Mobicell,Air,Mobicel_Air,Air
Mobicell,CHERRY,CHERRY,CHERRY
Mobicell,COSMO,COSMO,COSMO
Mobicell,Candy,Candy,Candy
Mobicell,ECHO,ECHO,ECHO
Mobicell,FEVER,FEVER,FEVER
Mobicell,FRIO,FRIO,FRIO
Mobicell,HERO X,HERO_X,HERO_X
Mobicell,Icon,Mobicel_Icon,Icon
Mobicell,METRO2,METRO2,MOBICEL METRO2
Mobicell,Matrix,Matrix,Matrix
Mobicell,Mobicel,Sonic,Sonic
Mobicell,Mobicel,Venus,Venus
Mobicell,Mobicel GEM,GEM,GEM
Mobicell,Mobicel ICE,ICE,ICE
Mobicell,NEO,NEO,NEO
Mobicell,ONYX,ONYX,ONYX
Mobicell,PLAY,PLAY,PLAY
Mobicell,PLUM,PLUM,PLUM
Mobicell,RUSH,RUSH,RUSH
Mobicell,SHIFT,SHIFT,SHIFT
Mobicell,Samba,Samba,Samba
Mobicell,TRIP,TRIP,TRIP
Mobicell,Trendy,TREDNY,TREDNY
Mobicell,Trendy,TRENDY,TRENDY
Mobicell,U2,U2,U2
Mobicell,ZOOM,ZOOM,ZOOM
MobileTeleSystem,MTC SMART Surf 4G,MTC_SMART_Surf_4G,MTC_SMART_Surf_4G
MobileTeleSystem,SMART Start 2,MTC_SMART_Start_2,MTC_SMART_Start_2
MobileTeleSystem,SMART Turbo 4G,SMART_Turbo_4G,SMART_Turbo_4G
MobileTeleSystem,SMART_Sprint_4G,SMART_Sprint_4G,MTC SMART Sprint 4G
MobileTeleSystem,Smart Surf2 4G,SMART_Surf2_4G,SMART Surf2 4G
Mobily,MDB342X,qnbml,MDB342X
Mobistel,Cynus E7,Cynus_E7,Cynus E7
Mobistel,Cynus F10,Cynus_F10,Cynus_F10
Mobistel,Cynus F9 4G,Cynus_F9_4G,Cynus_F9_4G
Mobistel,Cynus_E8,Cynus_E8,Cynus_E8
Mobiwire,Ahiga,Ahiga,Ahiga
Mobiwire,Cygnus mini,Cygnus_mini,Cygnus mini
Mobiwire,Cygnus mini,Cygnus_mini,Cygnus_mini
Mobiwire,MobiWire Kaya,Kaya_EU_SKU1,KAYA
Mobiwire,MobiWire Kohana,Kohana,Kohana
Mobiwire,Pegasus,Pegasus,Pegasus
Mobiwire,S4040,S4040,S4040
Mobiwire,Telenor SmartPlus,Telenor_SmartPlus,Telenor_SmartPlus
Mobiwire,V.40,Nextel,V.40
Mobiwire,V.45,VSN,V.45S
Mobiwire,VSN V.45,up06_h26_v45,V.45
Modecom,FreeTAB 10.1 Silver,silver,FreeTAB 10.1 Silver
Modecom,FreeTAB 8015 IPS X4 LTE,reverie,FreeTAB 8015 IPS X4
Modecom,Xino Z46 X4+,xino_z46,Xino Z46 X4+
Mohu,MH-CHANNELS,MH-CHANNELS,MH-CHANNELS
Monster,Monster M10,M10,M10
Motorola,,A853,Milestone
Motorola,,ArgonSpin,XT550
Motorola,,Graham,MZ505
Motorola,,TAHITI,MT620
Motorola,,Triumph,MOTWX435KT
Motorola,,XT311,XT311
Motorola,,XT316,XT316
Motorola,,XT317,XT317
Motorola,,XT319,XT319
Motorola,,XT530,XT530
Motorola,,XT531,XT531
Motorola,,XT532,XT532
Motorola,,argonspin_umts,XT550
Motorola,,cdma_kronos,MB612
Motorola,,cdma_pax,XT603
Motorola,,cdma_solana,MILESTONE3
Motorola,,cdma_spyder,DROID RAZR
Motorola,,cdma_spyder,IS12M
Motorola,,cdma_spyder,Motorola RAZR MAXX
Motorola,,cdma_targa,DROID BIONIC
Motorola,,cg_tita2,XT800+
Motorola,,choi,XT711
Motorola,,choles,XT701
Motorola,,destino,i867
Motorola,,dominoq_umts,XT316
Motorola,,edison,MB865
Motorola,,edison,ME865
Motorola,,fawnridge,i940
Motorola,,fleming,MZ607
Motorola,,fleming,MZ608
Motorola,,fleming,MZ609
Motorola,,fleming,XOOM 2 ME
Motorola,,graham_wifi,MZ505
Motorola,,iDEN,Motorola_i1
Motorola,,morr,MB200
Motorola,,pasteur,MZ616
Motorola,,pasteur,MZ617
Motorola,,pasteur,XOOM 2
Motorola,,qilin,XT806
Motorola,,scorpion_mini_u,XT905
Motorola,,smq_u,XT905
Motorola,,swordfish,XT882
Motorola,,tinq_umts,XT560
Motorola,,ttu_skt,XT800W
Motorola,,umts_begonia,MB610
Motorola,,umts_begonia,MB611
Motorola,,umts_elway,MB632
Motorola,,umts_elway,ME632
Motorola,,umts_hubble,MZ605
Motorola,,umts_kobe,MB520
Motorola,,umts_lucky,A1680
Motorola,,umts_sage,MB508
Motorola,,umts_solana,ME863
Motorola,,umts_solana,XT860
Motorola,,umts_spyder,XT910
Motorola,,umts_spyder,XT910K
Motorola,,umts_spyder,XT910S
Motorola,,umts_venus2,XT610
Motorola,,wifi_hubble,MZ604
Motorola,,zepp,MB501
Motorola,Atrix,olympus,MB860
Motorola,Atrix,olympus,MB861
Motorola,Atrix,olympus,ME860
Motorola,Atrix HD,qinara,MB886
Motorola,Backflip,motus,MB300
Motorola,Backflip,motus,ME600
Motorola,CLIQ,morrison,MB200
Motorola,CLIQ,morrison,morrison
Motorola,Charm,umts_basil,MB502
Motorola,Citrus,cdma_ciena,WX442
Motorola,Citrus,cdma_ciena,WX445
Motorola,Citrus,cdma_ciena,XT301
Motorola,Cliq-XT,zeppelin,MB501
Motorola,Cliq-XT,zeppelin,ME501
